Issue ID,Commit link,Title
HDFS-13882,https://github.com/apache/hadoop/commit/10185d9a77ce07080588f3c77399a07cd7ccf427,Set a maximum delay for retrying locateFollowingBlock.
HDFS-14234,https://github.com/apache/hadoop/commit/101d5b5f865f94e4772051ea8ce4ee0f92ddedca,"Limit WebHDFS to specifc user, host, directory triples"
HDFS-12412,https://github.com/apache/hadoop/commit/123342cd0759ff88801d4f5ab10987f6e3f344b0,Change ErasureCodingWorker.stripedReadPool to cached thread pool.
HDFS-14403,https://github.com/apache/hadoop/commit/129576f628d370def74e56112aba3a93e97bbf70,Cost-based extension to the RPC Fair Call Queue.
HDFS-12052,https://github.com/apache/hadoop/commit/12c8fdceaf263425661169cba25402df89d444c1,Set SWEBHDFS delegation token kind when ssl is enabled in HttpFS
HDFS-14432,https://github.com/apache/hadoop/commit/13907d847986aa14a51cc2a3cc83151f22c43781,dfs.datanode.shared.file.descriptor.paths duplicated in hdfs-default.xml
HDFS-13608,https://github.com/apache/hadoop/commit/151c8ddbe4c05fcb5f251fa4450edc452f6c735a,Add ability for JournalNode to serve edits via RPC
HDFS-13536,https://github.com/apache/hadoop/commit/1804a31515e541b3371925aa895589919b54d443,[PROVIDED Storage] HA for InMemoryAliasMap. 
HDFS-12078,https://github.com/apache/hadoop/commit/186650d21d482e2f3bc4523ae989ebe76081b0e3,Add time unit to the description of property dfs.namenodestale.datanode.interval in hdfs-default.xml
HDFS-13733,https://github.com/apache/hadoop/commit/1af87df242c4286474961078d306a5692f85debc,Add Web UI configurations and descriptions to RBF document.
HDFS-13547,https://github.com/apache/hadoop/commit/1b0d4f4606adc78a5e43a924634d3d8506db26fa,Add ingress port based sasl resolver.
HDFS-14317,https://github.com/apache/hadoop/commit/1bc282e0b3f74968c92751f0972746b012e72810,Standby does not trigger edit log rolling when in-progress edit log tailing is enabled
HDFS-13181,https://github.com/apache/hadoop/commit/1cc9a58ddad8a02db0ec5a014f9de417eec1b8dd,DiskBalancer: Add an configuration for valid plan hours
HDFS-13947,https://github.com/apache/hadoop/commit/1dc0adfac0ee4821c67366728c70be9b59477b0f,Review of DirectoryScanner Class.
HDFS-12874,https://github.com/apache/hadoop/commit/2298f2d76b2cafd84c8f7421ae792336d6f2f37a,Documentation for provided storage
HDFS-13165,https://github.com/apache/hadoop/commit/2acc50b826fa8b00f2b09d9546c4b3215b89d46d,[SPS]: Collects successfully moved block details via IBR
HDFS-13726,https://github.com/apache/hadoop/commit/2ae13d41dcd4f49e6b4ebc099e5f8bb8280b9872,RBF: Fix RBF configuration links.
HDFS-11345,https://github.com/apache/hadoop/commit/2c769167dbdb66c52d2ba7b7193a686444085570,Document the configuration key for FSNamesystem lock fairness
HDFS-13653,https://github.com/apache/hadoop/commit/2e5cfe6df338c70965cfb0212a93617de3a6bd79,Make dfs.client.failover.random.order a per nameservice configuration
HDFS-12528,https://github.com/apache/hadoop/commit/2e7331ca264dd366b975f3c8e610cf84eb8cc155,Add an param to not disable short-circuit reads on failures
HDFS-12716,https://github.com/apache/hadoop/commit/3108d27edde941d153a58f71fb1096cce2995531,dfs.datanode.failed.volumes.tolerated' to support minimum number of volumes to be available.
HDFS-11957,https://github.com/apache/hadoop/commit/312e57b95477ec95e6735f5721c646ad1df019f8,Enable POSIX ACL inheritance by default.
HDFS-13025,https://github.com/apache/hadoop/commit/3159b39cf8ef704835325263154fb1a1cecc109d,[SPS]: Implement a mechanism to scan the files for extern……al SPS.
HDFS-13820,https://github.com/apache/hadoop/commit/335a8139f5b9004414b2942eeac5a008283a6f75,Add an ability to disable CacheReplicationMonitor.
HDFS-12665,https://github.com/apache/hadoop/commit/352f994b6484524cdcfcda021046c59905b62f31,[AliasMap] Create a version of the AliasMap that runs in memory in the Namenode (leveldb).
HDFS-13654,https://github.com/apache/hadoop/commit/35f1014b3e10eee27f1976f4af9815a0c2d7dacd,Use a random secret when a secret file doesn't exist in HttpFS. This should be default.
HDFS-14355,https://github.com/apache/hadoop/commit/35ff31dd9462cf4fb4ebf5556ee8ae6bcd7c5c3a,Implement HDFS cache on SCM by using pure java mapped byte buffer
HDFS-13488,https://github.com/apache/hadoop/commit/37269261d1232bc71708f30c76193188258ef4bd,RBF: Reject requests when a Router is overloaded.
HDFS-13022,https://github.com/apache/hadoop/commit/377b31ffa1234889d55c1d15832c87bfcef818ba,Block Storage: Kubernetes dynamic persistent volume provisioner.
HDFS-13235,https://github.com/apache/hadoop/commit/39537b7c84dddfa8084308459565ab77fd24abd3,DiskBalancer: Update Documentation to add newly added params
HDFS-12085,https://github.com/apache/hadoop/commit/3a7f02b81520ad4d3eebf92e9dbca662beec0302,Reconfigure namenode heartbeat interval fails if the interval was set with time unit.
HDFS-14201,https://github.com/apache/hadoop/commit/3ab77d9bc9eacfdb218b68988235a921c810b0d1,Ability to disallow safemode NN to become active
HDFS-12775,https://github.com/apache/hadoop/commit/3b1d30301bcd35bbe525a7e122d3e5acfab92c88,READ] Fix reporting of Provided volumes
HDFS-12404,https://github.com/apache/hadoop/commit/3b3be355b35d08a78d9dcd647650812a2d28207b,Rename hdfs config authorization.provider.bypass.users toattributes.provider.bypass.users.
HDFS-12778,https://github.com/apache/hadoop/commit/3d3be87e301d9f8ab1a220bc5dbeae0f032c5a86,[READ] Report multiple locations for PROVIDED blocks
HDFS-12082,https://github.com/apache/hadoop/commit/3e23415a92d43ce8818124f0b180227a52a33eaf,BlockInvalidateLimit value is incorrectly set after namenode heartbeat interval reconfigured.
HDFS-12158,https://github.com/apache/hadoop/commit/413b23eb04eee24275257ab462133e0818f87449,Secondary Namenode's web interface lack configs for X-FRAME-OPTIONS protection.
HDFS-11576,https://github.com/apache/hadoop/commit/42307e3c3abbfe0b83d9a2581deba327435b910f,Block recovery will fail indefinitely if recovery time > heartbeat interval.
HDFS-14150,https://github.com/apache/hadoop/commit/4244653e430374d77ce52e4791f5b4817092003a,RBF: Quotas of the sub-cluster should be removed when removing the mount point
HDFS-12990,https://github.com/apache/hadoop/commit/4304fcd5bdf9fb7aa9181e866eea383f89bf171f,Change default NameNode RPC port back to 8020
HDFS-11640,https://github.com/apache/hadoop/commit/4531588a94dcd2b4141b12828cb60ca3b953a58c,[READ] Datanodes should use a unique identifier when reading from external stores
HDFS-12947,https://github.com/apache/hadoop/commit/4d1bf33d0fa7689a6f83a9c6e5adaac665c0d5d5,Limit the number of Snapshots allowed to be created for a Snapshottable Directory
HDFS-14560,https://github.com/apache/hadoop/commit/4f455290b15902e7e44c4b1a762bf915414b2bb6,Allow block replication parameters to be refreshable.
HDFS-13735,https://github.com/apache/hadoop/commit/5326a7906de7c86a236d948012cabf3a9ba82310,Make QJM HTTP URL connection timeout configurable.
HDFS-11754,https://github.com/apache/hadoop/commit/53509f295b5274059541565d7216bf98aa35347d,Make FsServerDefaults cache configurable
HDFS-13099,https://github.com/apache/hadoop/commit/543f3abbee79d7ec70353f0cdda6397ee001324e,RBF: Use the ZooKeeper as the default State Store.
HDFS-13857,https://github.com/apache/hadoop/commit/54f2044595206455484284b43e5976c8a1982aaf,RBF: Choose to enable the default nameservice to read/write files
HDFS-14211,https://github.com/apache/hadoop/commit/55b3a718e95e62cdd01789050376b36d8e6a0f20,"[Consistent Observer Reads] Allow for configurable ""always msync"" mode"
HDFS-10687,https://github.com/apache/hadoop/commit/55da7fd7ebe2f3fa1c1c828dda727fddc75a1b81,Federation Membership State Store internal API.
HDFS-13768,https://github.com/apache/hadoop/commit/5689355783de005ebc604f4403dc5129a286bfca,Adding replicas to volume map makes DataNode start slowly
HDFS-13050,https://github.com/apache/hadoop/commit/5845c36c16c423107183287cce3be9357dad7564,[SPS]: Create start/stop script to start external SPS process.
HDFS-12376(11866),https://github.com/apache/hadoop/commit/5ff74167ddd378a738898425c4462f3432f9c31d,Enable JournalNode Sync by default.
HDFS-13699,https://github.com/apache/hadoop/commit/626fec652b9f3dae10c9af78fd220b1240f19fc7,"Add DFSClient sending handshake token to DataNode, and allow DataNode overwrite downstream QOP."
HDFS-13566,https://github.com/apache/hadoop/commit/635786a511344b53b1d3f25c2f29ab5298f6ac74,Add configurable additional RPC listener to NameNode.
HDFS-12976,https://github.com/apache/hadoop/commit/64b7cf59bde66bc58f67d2c3a97324ef679fb60a,Introduce ObserverReadProxyProvider.
HDFS-12407,https://github.com/apache/hadoop/commit/68282c8eacfedb0298741e6c41ff0b2ec71b018c,Journal node fails to shutdown cleanly if JournalNodeHttp……Server or JournalNodeRpcServer fails to start.
HDFS-14056,https://github.com/apache/hadoop/commit/68d5dfdc78d121e89eeae4e577d670028a14a955,Fix behavior(error message)s in HDFS-12716.
HDFS-13480,https://github.com/apache/hadoop/commit/6915d7e13c2afbb2738176ba55ea0774f25e1264,RBF: Separate namenodeHeartbeat and routerHeartbeat to different config key
HDFS-14114,https://github.com/apache/hadoop/commit/6aa7aabff801905f55a18d117f927d0125057d78,RBF: MIN_ACTIVE_RATIO should be configurable.
HDFS-14316,https://github.com/apache/hadoop/commit/6c42d4050461ab71c88f123569649793dc53aebd,RBF: Support unavailable subclusters for mount points with multiple destinations
HDFS-11789,https://github.com/apache/hadoop/commit/6d116ffad23b470f8e9ca131d8e89cbbbb4378d7,Maintain Short-Circuit Read Statistics
HDFS-12498,https://github.com/apache/hadoop/commit/6d201f77c734d6c6a9e3e297fe3dbff251cbb8b3,Journal Syncer is not started in Federated + HA cluster
HDFS-10880,https://github.com/apache/hadoop/commit/6f0de2731806628b5b01bd1350225692147590da,Federation Mount Table State Store internal API.
HDFS-14537,https://github.com/apache/hadoop/commit/6f2c871b05b97ea0e18f3c431af8b0d606f88561,RBF: Support for Kerberos authentication.
HDFS-10326,https://github.com/apache/hadoop/commit/71b8dda4f6ff6006410f3a9fe7717aa096004b1b,Disable setting tcp socket send/receive buffers for write pipelines
HDFS-14676,https://github.com/apache/hadoop/commit/72eba25e09e69d35c541603844dacf70a8499327,Wrong default value for fs.df.interval.
HDFS-12987,https://github.com/apache/hadoop/commit/739d3c394d772783fe23b386274d58954c9a0236,Document - Disabling the Lazy persist file scrubber
HDFS-13166,https://github.com/apache/hadoop/commit/75ccc1396b677777cdc0d4992a4af3911f9f88c2,Implement caching mechanism to keep LIVE datanodes to minimize costly getLiveDatanodeStorageReport() calls.
HDFS-13358,https://github.com/apache/hadoop/commit/75f8b6ccfa6160e695ce8f7ad13c6e3624e9e7aa,RBF: Support for Delegation Token (RPC)
HDFS-13042,https://github.com/apache/hadoop/commit/7721fff74494eb7fbbbba7f8bb4b4692d880d301,RBF: Heartbeat Router State.
HDFS-9388,https://github.com/apache/hadoop/commit/79df1e750ef558afed6d166ce225a23061b36aed,Decommission related code to support Maintenance State for datanodes
HDFS-14327,https://github.com/apache/hadoop/commit/7b5b783f66f32012c00bef7593851392dd8cf2d5,Using FQDN instead of IP to access servers with DNS resolving.
HDFS-13056,https://github.com/apache/hadoop/commit/7c9cdad6d04c98db5a83e2108219bf6e6c903daf,Expose file-level composite CRCs in HDFS which are comparable across different instances/layouts.
HDFS-10631,https://github.com/apache/hadoop/commit/7cb6bdf09ed361e067ebf234230babd1391a7d4b,Federation State Store ZooKeeper implementation.
HDFS-12273,https://github.com/apache/hadoop/commit/81601dac8ec7650bec14700b174910390a92fe1f,Federation UI
HDFS-13821,https://github.com/apache/hadoop/commit/81847392badcd58d934333e7c3b5bf14b4fa1f3f,RBF: Add dfs.federation.router.mount-table.cache.enable so that users can disable cache.
HDFS-14460,https://github.com/apache/hadoop/commit/865c3289308327788f3bed355864c510deb40956,DFSUtil#getNamenodeWebAddr should return HTTPS address based on policy configured
HDFS-13119,https://github.com/apache/hadoop/commit/8896d20b91520053a6bbfb680adb345cd24f4142,RBF: Manage unavailable clusters. Contributed by Yiqun Lin.
HDFS-9872,https://github.com/apache/hadoop/commit/88cce32551e6d52fd1c5a5bfd6c41499bf6ab1ab,HDFS bytes-default configurations should accept multiple size units.
HDFS-13222,https://github.com/apache/hadoop/commit/88fba00caa8c8e26f70deb9be5b534e7482620a1,Update getBlocks method to take minBlockSize in RPC calls
HDFS-14223,https://github.com/apache/hadoop/commit/8b9b58b58ac91599ada33e6501995d06d8758a3f,RBF: Add configuration documents for using multiple sub-clusters
HDFS-13153,https://github.com/apache/hadoop/commit/8d5ea7470a3225319e3bef5626b837572c2e0d3c,Enable HDFS diskbalancer by default.
HDFS-14039,https://github.com/apache/hadoop/commit/8d99648c203004045a9339ad27258092969145d6,"ec -listPolicies doesn't show correct state for the default policy when the default is not RS(6,3)."
HDFS-12553,https://github.com/apache/hadoop/commit/8dd1eeb94fef59feaf19182dd8f1fcf1389c7f34,Add nameServiceId to QJournalProtocol
HDFS-13876,https://github.com/apache/hadoop/commit/8de5c923b432a670f6822189e7131d2df7b5a336,"HttpFS: Implement ALLOWSNAPSHOT, DISALLOWSNAPSHOT."
HDFS-13443,https://github.com/apache/hadoop/commit/8f6f9d9c8398567064c9369f48213db63f45538c,RBF: Update mount table cache immediately after changing (add/update/remove) mount table entries.
HDFS-14001,https://github.com/apache/hadoop/commit/8fc0d04517912766a3102f3e611f7d0fabd2f815,bootstrapStandby should manage the InMemoryAliasMap.
HDFS-13996,https://github.com/apache/hadoop/commit/8fe85af63b37f2f61269e8719e5b6287f30bb0b3,Make HttpFS' ACLs RegEx configurable.
HDFS-12482,https://github.com/apache/hadoop/commit/9367c25dbdfedf60cdbd65611281cf9c667829e6,Provide a configuration to adjust the weight of EC recovery tasks to adjust the speed of recovery
HDFS-12564,https://github.com/apache/hadoop/commit/98d20656433cdec76c2108d24ff3b935657c1e80,Add the documents of swebhdfs configurations on the client side
HDFS-14158,https://github.com/apache/hadoop/commit/9aa3dc872ca9a528cb98ef56d9a33ab9d4531aa1,Checkpointer ignores configured time period > 5 minutes
HDFS-11998,https://github.com/apache/hadoop/commit/9ae9467f920e95ca989d7d51775b39e1b9fee300,Enable DFSNetworkTopology as default.
HDFS-14401,https://github.com/apache/hadoop/commit/9b0aace1e6c54f201784912c0b623707aa82b761,Refine the implementation for HDFS cache on SCM
HDFS-12210,https://github.com/apache/hadoop/commit/9ff136bb02907366352a77a70248cb2e7720883a,Block Storage: volume creation times out while creating 3TB volume because of too many containers.
HDFS-13634,https://github.com/apache/hadoop/commit/a0ebb6b39f2932d3ea2fb5e287f52b841e108428,RBF: Configurable value in xml for async connection request queue size.
HDFS-14017,https://github.com/apache/hadoop/commit/a3aab48df0b99f70f6f66474255fe06141894b6e,ObserverReadProxyProviderWithIPFailover should work with HA configuration
HDFS-11975,https://github.com/apache/hadoop/commit/a53b8b6fdce111b1e35ad0dc563eb53d1c58462f,Provide a system-default EC policy.
HDFS-13347,https://github.com/apache/hadoop/commit/a71656c1c1bf6c680f1382a76ddcac870061f320,RBF: Cache datanode reports
HDFS-5926,https://github.com/apache/hadoop/commit/a732acd8730277df4d9b97b97101bc2bc768800f,Documentation should clarify dfs.datanode.du.reserved impact from reserved disk capacity
HDFS-12114,https://github.com/apache/hadoop/commit/ac0a04a6e165920a6d43c2aa3dab06ca38f3135b,Consistent HttpFS property names. 
HDFS-12381,https://github.com/apache/hadoop/commit/ad41c8155940f4da0e51439c97c6cc9c808c28df,[Documentation] Adding configuration keys for the Router
HDFS-13060,https://github.com/apache/hadoop/commit/af015c0b2359be317132e2cf35735429f4f34ea7,Adding a BlacklistBasedTrustedChannelResolver for Trusted ChannelResolver
HDFS-12725,https://github.com/apache/hadoop/commit/b00f828d84e4e029fd4786ebe827ce704a1b2a04,BlockPlacementPolicyRackFaultTolerant fails with very uneven racks
HDFS-12079,https://github.com/apache/hadoop/commit/b0560e0624756e2b3ce7b6bc741eee3c18d2a873,Description of dfs.block.invalidate.limit is incorrect in hdfs-default.xml
HDFS-13033,https://github.com/apache/hadoop/commit/b0cb8d9bb44c963ae686d2b5c1b70bc76b955e10,[SPS]: Implement a mechanism to do file block movements for external SPS. 
HDFS-13796,https://github.com/apache/hadoop/commit/b1a59b164412fbd9f641a7e992a7d1a3fd0f1a10,Allow verbosity of InMemoryLevelDBAliasMapServer to be configurable.
HDFS-12594,https://github.com/apache/hadoop/commit/b1c7654ee40b372ed777525a42981c7cf55b5c72,snapshotDiff fails if the report exceeds the RPC response limit
HDFS-13949,https://github.com/apache/hadoop/commit/b39b802422b444629095bde4484b820f02fd6d1d,Correct the description of dfs.datanode.disk.check.timeout in hdfs-default.xml.
HDFS-10646,https://github.com/apache/hadoop/commit/b3e6bd22e3c02b3e4f50396538f56a1bcb007638,Federation admin tool.
HDFS-12591,https://github.com/apache/hadoop/commit/b634053c4daec181511abb314aeef0a8fe851086,[READ] Implement LevelDBFileRegionFormat.
HDFS-12420,https://github.com/apache/hadoop/commit/b6942cbe9b8c9469e8c2b64c3268d671f5a43e75,Add an param to disallow 'namenode format -force'.
HDFS-14142,https://github.com/apache/hadoop/commit/b8ad6c85a549a6f17cf6675e58ef002d84059d3c,Move ipfailover config key out of HdfsClientConfigKeys
HDFS-13831,https://github.com/apache/hadoop/commit/b9b964d25335943fb15cdfcf369d123bbd7e454a,Make block increment deletion number configurable.
HDFS-12496,https://github.com/apache/hadoop/commit/b9e423fa8d30ea89244f6ec018a8064cc87d94a9,Make QuorumJournalManager timeout properties configurable
HDFS-13173,https://github.com/apache/hadoop/commit/ba82e5c488ca0081534c1e40810b3f9e7da9eaad,Replace ArrayList with DirectoryDiffList
HDFS-12335,https://github.com/apache/hadoop/commit/bc9e588a19c0aaf518de8dab719362be4a8d6a54,Federation Metrics.
HDFS-14553,https://github.com/apache/hadoop/commit/bd46bdf9f9244f3f3474d316255ac98717ed5719,Make queue size of BlockReportProcessingThread configurable
HDFS-12291,https://github.com/apache/hadoop/commit/bfd3f8bd8a9ae2186ec3e4addc71f912ec7b8923,Provide a mechanism to recursively iterate and satisfy storage policy of all the files under the given dir.
HDFS-14193,https://github.com/apache/hadoop/commit/c012b09fb678db11a10d0a8e1f64ee1a7229a417,RBF: Inconsistency with the Default Namespace
HDFS-14113,https://github.com/apache/hadoop/commit/c03024a5305bea1a40c87a4abc0793802bea5c75,Add Configuration to restrict UserDefined Policies
HDFS-14052,https://github.com/apache/hadoop/commit/c4b1fa91faf5ada6eea6b39d52e92c06816bd2c8,RBF: Use Router keytab for WebHDFS. Contributed by CR Hota.
HDFS-12106,https://github.com/apache/hadoop/commit/c561cb316e365ef674784cd6cf0b12c0fbc271a3,Improve storage policy satisfier configurations.
HDFS-13607,https://github.com/apache/hadoop/commit/c81ac2ff0220b180cd6cbbf18221290c3783bfd5,Enhance JournalNode with an in-memory cache of recent edit transactions
HDFS-13174,https://github.com/apache/hadoop/commit/c966a3837af1c1a1c4a441f491b0d76d5c9e5d78,hdfs mover -p /path times out after 20 min.
HDFS-13462,https://github.com/apache/hadoop/commit/c9b33514b8d11db44b5f95b4df43789ed45c47a7,Add BIND_HOST configuration for JournalNode's HTTP and RPC Servers
HDFS-9914,https://github.com/apache/hadoop/commit/cd2a1dd0630e99e6696a9f0e8dc972604d38046a,Fix configurable WebhDFS connect/read timeout. 
HDFS-12486,https://github.com/apache/hadoop/commit/cda3378659772f20fd951ae342dc7d9d6db29534,GetConf to get journalnodeslist.
HDFS-12191,https://github.com/apache/hadoop/commit/cf93d60d3f032000e5b78a08d320793d78799f3d,Provide option to not capture the accessTime change of a file to snapshot if no other modification has been done to this file
HDFS-13291,https://github.com/apache/hadoop/commit/cfc3a1c8f06fba4f4bd5ffe8bb2a6944d066948e,RBF: Implement available space based OrderResolver.
HDFS-13077,https://github.com/apache/hadoop/commit/d3de4fb2a084cbadab8ef91f11aa7732d3b0f308,[SPS]: Fix review comments of external storage policy satisfier.
HDFS-11887,https://github.com/apache/hadoop/commit/d6dd557b24201720adec5794737a3c25a5ed6ba2,Shared XceiverClient should be closed if there is no open clients to avoid resource leak.
HDFS-12357,https://github.com/apache/hadoop/commit/d77ed238a911fc85d6f4bbce606cac7ec44f557f,Let NameNode to bypass external attribute provider for configured users.
HDFS-11826,https://github.com/apache/hadoop/commit/d8c81073320320a019fb3868be4f06f46aebea43,Federation Namenode Heartbeat.
HDFS-12802,https://github.com/apache/hadoop/commit/d9006d8a4e34eae78dfa1cf3be50eeb81c2fc11f,RBF: Control MountTableResolver cache size
HDFS-12934,https://github.com/apache/hadoop/commit/d98a2e6e2383f8b66def346409b0517aa32d298d,RBF: Federation supports global quota.
HDFS-13044,https://github.com/apache/hadoop/commit/dbb9dded33b3cff3b630e98300d30515a9d1eec4,RBF: Add a safe mode for the Router.
HDFS-13062,https://github.com/apache/hadoop/commit/dd50f53997239bf9078481cf46592ca3e41520b5,Provide support for JN to use separate journal disk per namespace.
HDFS-14258,https://github.com/apache/hadoop/commit/dde0ab55aadcf7c9cf71dbe36d90e97da6bc9498,Introduce Java Concurrent Package To DataXceiverServer Class
HDFS-14207,https://github.com/apache/hadoop/commit/de34fc148ca4785c2ae7204df15096b955e671c4,ZKFC should catch exception when ha configuration missing
HDFS-12414,https://github.com/apache/hadoop/commit/e0b3c644e186d89138d4174efe0cbe77a0200315,Ensure to use CLI command to enable/disable erasure coding policy
HDFS-12438,https://github.com/apache/hadoop/commit/e12f3e85bde0e7e83142b383a45c4ea945dfd64e,Rename dfs.datanode.ec.reconstruction.stripedblock.threads.size to dfs.datanode.ec.reconstruction.threads
HDFS-14486,https://github.com/apache/hadoop/commit/e1dfc060f8f0247f97127c75c9284a068fc93907,The exception classes in some throw statements do not accurately describe why they are thrown.
HDFS-12770,https://github.com/apache/hadoop/commit/e3172221eaa6e40a775367221974610b3c693f1a,Add doc about how to disable client socket cache.
HDFS-13224,https://github.com/apache/hadoop/commit/e71bc00a471422ddb26dd54e706f09f0fe09925c,RBF: Resolvers to support mount points across multiple subclusters.
HDFS-11060,https://github.com/apache/hadoop/commit/e95c5e9f62452ee848875ec2f8642eab4992cd23,make DEFAULT_MAX_CORRUPT_FILEBLOCKS_RETURNED configurable
HDFS-12978,https://github.com/apache/hadoop/commit/ebe5853a458150b7e42fe7434851bfcbe25e354d,Fine-grained locking while consuming journal stream
HDFS-12895,https://github.com/apache/hadoop/commit/ee028bfdf1c88a27cd925bed93ebb599a164dd2e,RBF: Add ACL support for mount table
HDFS-13719,https://github.com/apache/hadoop/commit/eecb5baaaaa54599aeae758abd4007e55e5b531f,Docs around dfs.image.transfer.timeout are misleading.
HDFS-12825,https://github.com/apache/hadoop/commit/ef7d334d364378070880e647eaf8bac2f12561ee,Fsck report shows config key name for min replication issues
HDFS-14051,https://github.com/apache/hadoop/commit/f0ce072934515d39e9bf61744058ecad3393291e,Refactor NameNodeHttpServer#initWebHdfs to specify local keytab
HDFS-13081,https://github.com/apache/hadoop/commit/f20e10b2dd59f99d9af009bbbb60a067b9893e69,Datanode#checkSecureConfig should allow SASL and privileged HTTP.
HDFS-12303,https://github.com/apache/hadoop/commit/f29a0fc288a625522ba910e61b63fd5f10418b3d,Change default EC cell size to 1MB for better performance
HDFS-14082,https://github.com/apache/hadoop/commit/f4bd1114ff529e971f9b496ad62a7edca37fdf8d,RBF: Add param to fail operations when a subcluster is unavailable
HDFS-13856,https://github.com/apache/hadoop/commit/f4e2bfce585d762eaf26096613d135203f080eb3,RBF: RouterAdmin should support dfsrouteradmin -refreshRouterArgs command
HDFS-14118,https://github.com/apache/hadoop/commit/f7a27cdee4e6829ebea4ea965e549a27acbf4310,Support using DNS to resolve nameservices to IP addresses
HDFS-13328,https://github.com/apache/hadoop/commit/f89594f0b80e8efffdcb887daa4a18a2b0a228b3,Abstract ReencryptionHandler recursive logic in separate class.
HDFS-12067,https://github.com/apache/hadoop/commit/f8cd55fe33665faf2d1b14df231516fc891118fc,Correct dfsadmin commands usage message to reflects IPC port.
HDFS-12290,https://github.com/apache/hadoop/commit/f9bce29dccf6c8f9d3155fdff42981750c2d20da,Block Storage: Change dfs.cblock.jscsi.server.address default bind address to 0.0.0.0.
HDFS-13782,https://github.com/apache/hadoop/commit/f9fc01cd7fef2fab1a6f696653b5de1d821b4d2a,ObserverReadProxyProvider should work with IPFailoverProxyProvider.
HDFS-13018,https://github.com/apache/hadoop/commit/fb09d7537961935f3ed2506dca1d6e2cd2829a80,Block Storage: make the iscsi target addres configurable for discovery.
HDFS-10480,https://github.com/apache/hadoop/commit/fb68980959f95f0d89e86f91909867724ad01791,Add an admin command to list currently open files
HDFS-13283,https://github.com/apache/hadoop/commit/fc074a359c44e84dd9612be2bd772763f943eb04,Percentage based Reserved Space Calculation for DataNode
HDFS-11799,https://github.com/apache/hadoop/commit/fda1221c55101d97ac62e1ee4e3ddf9a915d5363,Introduce a config to allow setting up write pipeline with fewer nodes than replication factor.
HDFS-14630,https://github.com/apache/hadoop/commit/5ff76cb8bc69d68ba7c9487d00b1dc753d616bb, Configuration.getTimeDurationHelper() should not log time unit warning in info log. 
HDFS-12904,https://github.com/apache/hadoop/commit/72d8b92ba5bdc5dc0cf434d06d90fb0b1810fec, Add DataTransferThrottler to the Datanode transfers.
HDFS-14973,https://github.com/apache/hadoop/commit/b2cc8b6b4a78f31cdd937dc4d1a2255f80c5881, More strictly enforce Balancer/Mover/SPS throttling of getBlocks RPCs to NameNodes. 
HDFS-14651,https://github.com/apache/hadoop/commit/9b6906fe914829f50076c2291dba59d425475d7, DeadNodeDetector checks dead node periodically
HDFS-14649,https://github.com/apache/hadoop/commit/c8bef4d6a6d7d5affd00cff6ea4a2e2ef778050, Add suspect probe for DeadNodeDetector. 
